,,239365,115,2634,11333,753,2527,,,,,,,,,
22136,7/13/2018,2,0,0,0,0,0,KASILOF,28,,,,,,,
22136,7/26/2018,6,0,0,0,0,0,KASILOF,30,,,,,,,
22136,8/7/2018,18,0,1,1,0,0,KASILOF,32,,,,,,,
22137,7/20/2018,30,0,0,0,0,0,KENAI,29,,,,,,,
22137,7/21/2018,11,0,0,0,0,0,KENAI,29,,,,,,,
22138,7/21/2018,9,0,0,0,0,0,KASILOF,29,,,,,,,
22138,7/23/2018,1,0,0,0,0,0,KENAI,30,,,,,,,
22139,7/29/2018,35,0,0,6,0,0,KENAI,31,,,,,,,
22139,8/6/2018,12,0,8,0,0,0,KASILOF,32,,,,,,,
22140,7/27/2018,10,0,0,0,0,0,KENAI,30,,,,,,,
22141,7/14/2018,25,0,0,0,0,0,KENAI,28,,,,,,,
22143,7/25/2018,7,0,0,0,0,0,KENAI,30,,,,,,,
22144,7/22/2018,7,0,0,0,0,0,KENAI,30,,,,,,,
22145,1/1/1990,10,0,0,0,0,0,KASILOF,1,,,,,,,
22146,7/29/2018,2,0,0,0,0,0,KENAI,31,,,,,,,
22147,7/16/2018,4,0,0,0,0,0,KENAI,29,,,,,,,
22147,7/18/2018,11,0,0,0,0,0,KENAI,29,,,,,,,
22147,7/22/2018,14,0,0,0,0,0,KENAI,30,,,,,,,
22150,7/15/2018,15,0,0,0,0,0,KENAI,29,,,,,,,
22151,7/18/2018,1,0,0,2,0,0,KENAI,29,,,,,,,
22151,7/19/2018,9,0,0,0,0,0,UNKNOWN,29,,,,,,,
22152,7/20/2018,14,0,0,0,0,0,KENAI,29,,,,,,,
22153,7/16/2018,2,0,0,0,0,0,KENAI,29,,,,,,,
22153,7/19/2018,21,0,0,0,0,0,KENAI,29,,,,,,,
22153,7/29/2018,2,0,0,0,0,0,KENAI,31,,,,,,,
22154,7/18/2018,31,0,0,0,0,0,KENAI,29,,,,,,,
22154,7/29/2018,2,0,0,0,0,0,KENAI,31,,,,,,,
22155,7/20/2018,16,0,0,0,0,0,KENAI,29,,,,,,,
22156,7/20/2018,10,0,0,0,0,0,KENAI,29,,,,,,,
22156,7/31/2018,8,0,0,0,0,0,KASILOF,31,,,,,,,
22157,7/20/2018,9,0,0,0,0,1,KENAI,29,,,,,,,
22158,7/18/2018,9,0,0,0,0,0,KENAI,29,,,,,,,
22165,7/20/2018,25,0,0,0,0,0,KASILOF,29,,,,,,,
22166,7/12/2018,8,0,0,0,0,0,KENAI,28,,,,,,,
22166,7/20/2018,8,0,0,0,0,0,KENAI,29,,,,,,,
22166,7/26/2018,2,0,0,0,0,0,KENAI,30,,,,,,,
22166,7/29/2018,7,0,0,10,0,0,KENAI,31,,,,,,,
22167,7/12/2018,8,0,0,0,0,0,KENAI,28,,,,,,,
22167,7/28/2018,16,0,9,0,0,0,UNKNOWN,30,,,,,,,
22167,7/29/2018,4,0,0,0,0,0,UNKNOWN,31,,,,,,,
22168,7/18/2018,20,0,0,0,0,0,KENAI,29,,,,,,,
22168,7/24/2018,1,0,0,0,0,0,KENAI,30,,,,,,,
22168,7/25/2018,4,0,0,0,0,0,KENAI,30,,,,,,,
22170,7/24/2018,12,0,0,0,0,0,KENAI,30,,,,,,,
22172,7/27/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
22172,7/28/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
22176,7/23/2018,6,0,0,1,0,0,KENAI,30,,,,,,,
22176,7/24/2018,9,0,0,2,0,0,KENAI,30,,,,,,,
22180,7/15/2018,21,0,0,0,0,8,KENAI,29,,,,,,,
22203,7/19/2018,4,0,0,0,0,0,KENAI,29,,,,,,,
22204,6/24/2018,20,0,0,0,0,0,KASILOF,26,,,,,,,
22205,7/22/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
22205,7/26/2018,8,0,0,0,0,0,KENAI,30,,,,,,,
22207,7/10/2018,7,0,0,0,0,0,KASILOF,28,,,,,,,
22207,7/15/2018,1,0,0,0,0,0,KENAI,29,,,,,,,
22207,7/19/2018,2,0,0,0,0,0,KENAI,29,,,,,,,
22210,7/18/2018,10,0,0,0,0,0,KENAI,29,,,,,,,
22211,6/20/2018,5,0,0,0,0,0,KASILOF,25,,,,,,,
22211,7/18/2018,2,0,0,0,0,0,KENAI,29,,,,,,,
22212,6/19/2018,5,0,0,0,0,0,KASILOF,25,,,,,,,
22218,6/18/2018,24,0,0,0,0,0,KASILOF,25,,,,,,,
22218,6/20/2018,25,0,0,0,0,0,KASILOF,25,,,,,,,
22218,6/21/2018,6,0,0,0,0,0,KASILOF,25,,,,,,,
22220,7/12/2018,16,0,0,0,0,0,KASILOF,28,,,,,,,
22222,7/25/2018,2,0,0,0,0,0,KENAI,30,,,,,,,
22222,7/31/2018,22,0,0,3,0,0,KASILOF,31,,,,,,,
22223,6/15/2018,0,0,0,0,0,0,KASILOF,24,,,,,,,
22223,6/16/2018,2,0,0,0,0,0,KASILOF,24,,,,,,,
22223,6/17/2018,1,0,0,0,0,0,KASILOF,25,,,,,,,
22224,6/21/2018,5,0,0,0,0,1,KASILOF,25,,,,,,,
22224,6/24/2018,5,0,0,0,0,0,KASILOF,26,,,,,,,
22224,6/27/2018,1,1,0,0,0,0,KASILOF,26,,,,,,,
22225,7/2/2018,4,0,0,0,0,0,KASILOF,27,,,,,,,
22225,7/10/2018,4,0,0,0,0,0,KASILOF,28,,,,,,,
22225,7/11/2018,6,0,0,0,0,0,KASILOF,28,,,,,,,
22228,7/29/2018,19,0,1,0,0,0,KENAI,31,,,,,,,
22229,6/17/2018,7,0,0,0,0,0,KASILOF,25,,,,,,,
22229,6/20/2018,4,0,0,0,0,0,KASILOF,25,,,,,,,
22229,6/23/2018,5,0,0,0,0,0,KASILOF,25,,,,,,,
22229,7/22/2018,1,0,0,0,0,0,KASILOF,30,,,,,,,
22230,6/19/2018,7,0,0,0,0,0,KASILOF,25,,,,,,,
22230,6/20/2018,8,0,0,0,0,0,KASILOF,25,,,,,,,
22230,6/21/2018,7,0,0,0,0,0,KASILOF,25,,,,,,,
22230,6/22/2018,6,0,0,0,0,0,KASILOF,25,,,,,,,
22230,6/23/2018,5,0,0,0,0,0,KASILOF,25,,,,,,,
22231,6/22/2018,13,0,0,0,0,0,KASILOF,25,,,,,,,
22234,6/15/2018,8,0,0,0,0,1,KASILOF,24,,,,,,,
22234,6/16/2018,3,2,0,0,0,0,KASILOF,24,,,,,,,
22234,6/17/2018,7,0,0,1,0,0,UNKNOWN,25,,,,,,,
22234,6/18/2018,7,1,0,0,0,0,UNKNOWN,25,,,,,,,
22235,6/15/2018,1,0,0,0,0,0,KASILOF,24,,,,,,,
22235,6/24/2018,3,0,0,0,0,0,KASILOF,26,,,,,,,
22236,7/22/2018,19,0,0,0,0,0,KENAI,30,,,,,,,
22243,7/13/2018,6,0,0,0,0,0,KENAI,28,,,,,,,
22243,7/18/2018,7,0,0,0,0,0,KENAI,29,,,,,,,
22243,7/20/2018,2,0,0,0,0,0,KENAI,29,,,,,,,
22243,7/26/2018,3,0,0,0,0,0,KENAI,30,,,,,,,
22245,6/24/2018,12,0,0,0,0,0,KASILOF,26,,,,,,,
22247,7/12/2018,10,0,0,0,0,0,KENAI,28,,,,,,,
22247,7/29/2018,1,0,0,0,0,0,KENAI,31,,,,,,,
22248,6/25/2018,12,0,0,0,0,0,KASILOF,26,,,,,,,
22252,5/15/2018,1,0,0,0,0,0,KENAI,20,,,,,,,
22252,6/12/2018,1,0,0,0,0,0,KENAI,24,Y,7,0,,1,,
22252,6/23/2018,1,0,0,0,0,0,KENAI,25,Y,7,0,,1,,
22252,7/11/2018,1,0,0,0,0,0,KENAI,28,,,,,,,
22252,9/18/2018,0,0,0,1,0,0,KENAI,38,,,,,,,
22253,7/21/2018,2,0,0,0,0,0,KENAI,29,,,,,,,
22257,7/26/2018,18,0,0,0,0,0,KENAI,30,,,,,,,
22258,7/30/2018,0,0,0,0,0,0,KENAI,31,,,,,,,
22260,6/26/2018,4,0,0,0,0,0,KASILOF,26,,,,,,,
22260,6/27/2018,5,0,0,0,0,0,KASILOF,26,,,,,,,
22260,7/1/2018,4,0,0,0,0,0,KASILOF,27,,,,,,,
22260,7/2/2018,12,0,0,0,0,0,KASILOF,27,,,,,,,
22261,7/20/2018,8,0,0,0,0,0,KENAI,29,,,,,,,
22261,7/22/2018,14,0,0,0,0,0,KENAI,30,,,,,,,
22261,7/26/2018,10,0,0,0,0,0,KENAI,30,,,,,,,
22262,7/13/2018,1,0,0,0,0,1,KENAI,28,,,,,,,
22262,7/16/2018,0,0,0,0,0,0,KENAI,29,,,,,,,
22262,7/17/2018,6,0,0,2,0,1,KENAI,29,,,,,,,
22262,7/19/2018,12,0,0,0,0,0,KENAI,29,,,,,,,
22264,6/24/2018,22,0,0,0,0,0,KASILOF,26,,,,,,,
22265,6/21/2018,2,0,0,0,0,0,KASILOF,25,,,,,,,
22265,6/22/2018,3,0,0,0,0,0,KASILOF,25,,,,,,,
22265,6/23/2018,2,0,0,0,0,0,KASILOF,25,,,,,,,
22265,6/24/2018,11,0,0,0,0,0,KASILOF,26,,,,,,,
22267,7/26/2018,8,0,0,0,0,0,KENAI,30,,,,,,,
22267,7/28/2018,5,0,0,1,0,0,KENAI,30,,,,,,,
22267,7/29/2018,1,0,0,0,0,0,KENAI,31,,,,,,,
22272,7/19/2018,0,0,0,0,0,0,KENAI,29,,,,,,,
22273,7/29/2018,30,0,0,9,0,0,KENAI,31,,,,,,,
22273,8/2/2018,20,0,0,0,0,0,UNKNOWN,31,,,,,,,
22273,8/6/2018,6,0,0,0,0,0,UNKNOWN,32,,,,,,,
22274,7/6/2018,4,0,0,0,0,0,KASILOF,27,,,,,,,
22274,7/11/2018,14,0,0,0,0,0,KASILOF,28,,,,,,,
22274,8/5/2018,12,0,0,0,0,0,KASILOF,32,,,,,,,
22274,8/7/2018,2,0,2,0,0,0,KASILOF,32,,,,,,,
22275,6/19/2018,25,0,0,0,0,0,KASILOF,25,,,,,,,
22278,7/25/2018,13,0,0,0,0,0,KENAI,30,,,,,,,
22279,6/16/2018,9,0,0,0,0,0,KASILOF,24,,,,,,,
22279,6/21/2018,30,0,0,0,0,0,KASILOF,25,,,,,,,
22280,7/1/1990,10,0,0,0,0,0,UNKNOWN,27,,,,,,,
22281,7/17/2018,23,0,0,0,0,0,KENAI,29,,,,,,,
22281,7/23/2018,3,0,0,0,0,0,KENAI,30,,,,,,,
22281,7/26/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
22281,7/27/2018,9,0,0,0,0,0,KENAI,30,,,,,,,
22282,7/14/2018,4,0,0,0,0,0,KENAI,28,,,,,,,
22282,7/15/2018,13,0,0,0,0,0,KENAI,29,,,,,,,
22282,7/16/2018,8,0,0,0,0,0,KENAI,29,,,,,,,
22283,7/11/2018,6,0,0,0,0,0,KENAI,28,,,,,,,
22283,7/12/2018,10,0,0,1,0,0,KENAI,28,,,,,,,
22283,7/13/2018,1,0,0,0,0,0,KENAI,28,,,,,,,
22283,7/18/2018,16,0,0,1,0,0,KENAI,29,,,,,,,
22284,6/16/2018,15,0,0,0,0,0,KASILOF,24,,,,,,,
22284,6/23/2018,9,0,0,0,0,0,KASILOF,25,,,,,,,
22284,6/24/2018,1,0,0,0,0,0,KASILOF,26,,,,,,,
22286,6/26/2018,4,0,0,0,0,0,KASILOF,26,,,,,,,
22286,6/27/2018,2,0,0,0,0,0,KASILOF,26,,,,,,,
22286,6/29/2018,8,0,0,0,0,0,KASILOF,26,,,,,,,
22286,7/2/2018,4,0,0,0,0,0,KASILOF,27,,,,,,,
22286,7/6/2018,4,0,0,0,0,0,KASILOF,27,,,,,,,
22286,8/1/2018,11,0,0,0,0,0,KASILOF,31,,,,,,,
22290,6/15/2018,5,0,0,0,0,0,KASILOF,24,,,,,,,
22293,6/19/2018,2,1,0,0,0,0,KASILOF,25,,,,,,,
22293,6/20/2018,11,0,0,0,0,0,KASILOF,25,,,,,,,
22297,7/20/2018,13,0,0,0,0,0,KENAI,29,,,,,,,
22301,7/20/2018,14,0,0,0,0,0,KASILOF,29,,,,,,,
22302,7/27/2018,3,0,0,0,0,0,KENAI,30,,,,,,,
22303,7/3/2018,17,0,0,0,0,0,KASILOF,27,,,,,,,
22303,7/20/2018,10,0,0,0,0,0,KASILOF,29,,,,,,,
22303,7/21/2018,8,0,0,0,0,0,KASILOF,29,,,,,,,
22304,7/24/2018,9,0,0,0,0,0,KENAI,30,,,,,,,
22304,7/25/2018,11,0,0,1,0,0,KENAI,30,,,,,,,
22306,7/23/2018,5,0,0,1,0,0,KENAI,30,,,,,,,
22306,7/24/2018,3,0,0,0,1,0,KENAI,30,,,,,,,
22306,7/25/2018,5,0,0,3,0,0,KENAI,30,,,,,,,
22307,7/20/2018,3,0,0,0,0,0,KENAI,29,,,,,,,
22307,7/22/2018,6,0,0,0,0,0,KENAI,30,,,,,,,
22307,7/25/2018,8,0,0,0,0,0,KENAI,30,,,,,,,
22307,7/29/2018,0,0,0,0,0,0,KENAI,31,,,,,,,
22310,7/20/2018,6,0,0,0,0,0,KENAI,29,,,,,,,
22310,7/21/2018,10,0,0,0,0,0,KENAI,29,,,,,,,
22310,7/22/2018,13,0,0,0,0,0,KENAI,30,,,,,,,
22310,7/27/2018,5,0,0,0,0,0,KENAI,30,,,,,,,
22312,7/24/2018,6,0,0,0,2,0,KENAI,30,,,,,,,
22313,7/15/2018,4,0,0,0,0,0,KENAI,29,Y,7,0,,4,,
22316,7/21/2018,10,0,0,0,0,0,KENAI,29,,,,,,,
22316,7/22/2018,9,0,0,0,0,0,KENAI,30,,,,,,,
22316,7/28/2018,14,0,0,0,0,0,KENAI,30,,,,,,,
22319,7/22/2018,12,0,0,0,0,0,KENAI,30,,,,,,,
22320,7/18/2018,15,0,0,0,0,0,KENAI,29,,,,,,,
22320,7/19/2018,6,0,0,0,0,0,KENAI,29,,,,,,,
22321,7/18/2018,8,0,0,0,0,0,KENAI,29,,,,,,,
22321,7/19/2018,3,0,0,0,0,0,KENAI,29,,,,,,,
22322,7/21/2018,10,0,0,16,0,0,KENAI,29,,,,,,,
22323,7/26/2018,2,0,0,0,0,4,KENAI,30,,,,,,,
22332,7/24/2018,8,0,0,0,0,0,KENAI,30,,,,,,,
22333,7/24/2018,2,0,0,0,0,0,KENAI,30,,,,,,,
22338,7/24/2018,1,0,0,2,0,0,UNKNOWN,30,,,,,,,
22339,7/24/2018,6,0,0,0,0,0,KENAI,30,,,,,,,
22340,7/23/2018,1,0,0,0,0,0,KENAI,30,,,,,,,
22340,7/25/2018,6,0,0,1,0,0,KENAI,30,,,,,,,
22343,7/19/2018,19,0,0,0,0,0,KENAI,29,,,,,,,
22343,7/23/2018,2,0,0,0,0,0,KENAI,30,,,,,,,
22343,7/24/2018,2,0,0,2,0,0,KENAI,30,,,,,,,
22343,7/26/2018,5,0,0,0,0,0,KENAI,30,,,,,,,
22343,7/27/2018,2,0,0,0,0,0,KENAI,30,,,,,,,
22345,7/22/2018,23,0,0,0,0,0,KENAI,30,,,,,,,
22347,7/27/2018,3,0,0,0,0,0,KENAI,30,,,,,,,
22349,7/28/2018,0,0,0,0,0,0,KASILOF,30,,,,,,,
22352,7/26/2018,23,0,0,2,0,0,KENAI,30,,,,,,,
22353,7/27/2018,3,0,0,4,0,0,KENAI,30,,,,,,,
22354,7/24/2018,3,0,0,0,0,0,KENAI,30,,,,,,,
22356,7/20/2018,7,0,0,0,0,0,KENAI,29,,,,,,,
22359,7/20/2018,10,0,0,0,0,0,KENAI,29,,,,,,,
22360,7/24/2018,5,0,0,0,0,0,KENAI,30,,,,,,,
22360,7/25/2018,20,0,0,1,0,0,KENAI,30,,,,,,,
22360,7/26/2018,7,0,0,0,0,0,KENAI,30,,,,,,,
22360,7/27/2018,3,0,0,0,0,0,KENAI,30,,,,,,,
22361,7/20/2018,42,0,0,0,0,0,KENAI,29,,,,,,,
22361,7/26/2018,10,0,0,0,0,0,KENAI,30,,,,,,,
22367,7/24/2018,2,0,1,0,0,0,KENAI,30,,,,,,,
22367,7/25/2018,3,0,0,0,0,0,KENAI,30,Y,7,1,,2,,
22370,7/24/2018,6,0,0,0,0,0,KENAI,30,,,,,,,
22370,7/28/2018,4,0,0,1,0,0,KENAI,30,,,,,,,
22372,7/20/2018,2,0,0,0,0,0,KENAI,29,,,,,,,
22373,7/25/2018,6,0,0,1,0,0,KENAI,30,,,,,,,
22373,7/26/2018,3,0,0,0,0,0,KENAI,30,,,,,,,
22374,7/26/2018,2,0,0,0,0,0,KENAI,30,,,,,,,
22375,7/23/2018,3,0,0,0,0,0,KENAI,30,,,,,,,
22376,7/25/2018,8,0,0,0,0,0,KENAI,30,,,,,,,
22380,7/25/2018,0,0,0,0,0,0,UNKNOWN,30,,,,,,,
22380,7/26/2018,0,0,0,0,0,0,UNKNOWN,30,,,,,,,
22381,7/23/2018,2,0,0,1,0,0,KENAI,30,,,,,,,
22383,7/29/2018,10,0,0,0,0,0,KENAI,31,,,,,,,
22386,7/17/2018,1,0,0,0,0,1,KENAI,29,,,,,,,
22388,7/25/2018,10,0,0,1,0,0,KENAI,30,,,,,,,
22388,7/27/2018,10,0,0,4,0,0,KENAI,30,,,,,,,
22390,7/26/2018,2,0,0,0,0,0,KASILOF,30,,,,,,,
22390,7/27/2018,10,0,0,0,0,0,KASILOF,30,,,,,,,
22391,7/25/2018,0,0,0,9,0,0,KENAI,30,,,,,,,
22392,7/25/2018,8,0,0,0,0,1,KENAI,30,,,,,,,
22393,7/25/2018,27,0,0,4,0,0,KENAI,30,,,,,,,
22395,8/7/2018,4,0,0,1,0,0,KASILOF,32,,,,,,,
22396,8/3/2018,14,0,0,0,0,0,KASILOF,31,,,,,,,
22397,6/24/2018,15,0,0,0,0,0,KASILOF,26,,,,,,,
22399,7/21/2018,7,0,0,6,0,0,KENAI,29,,,,,,,
22400,7/21/2018,14,0,0,2,0,0,KENAI,29,,,,,,,
22400,7/31/2018,17,0,2,0,0,0,KASILOF,31,,,,,,,
22401,7/22/2018,15,0,0,0,0,0,KENAI,30,,,,,,,
22401,7/25/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
22402,7/19/2018,9,0,0,0,0,0,KENAI,29,,,,,,,
22404,7/12/2018,10,0,0,0,0,0,KENAI,28,,,,,,,
22404,7/16/2018,4,0,0,0,0,0,KENAI,29,,,,,,,
22405,7/23/2018,6,0,0,1,0,0,KENAI,30,,,,,,,
22406,7/20/2018,8,0,0,0,0,0,KENAI,29,,,,,,,
22406,7/25/2018,6,0,0,0,0,0,KENAI,30,,,,,,,
22406,7/26/2018,4,0,0,1,0,0,KENAI,30,,,,,,,
22406,7/29/2018,4,0,0,1,0,0,KENAI,31,,,,,,,
22407,7/15/2018,0,0,0,0,0,0,KENAI,29,,,,,,,
22409,7/29/2018,14,0,0,4,0,1,KENAI,31,,,,,,,
22410,7/11/2018,2,0,0,0,0,0,KENAI,28,,,,,,,
22411,7/20/2018,25,0,0,0,0,0,KENAI,29,,,,,,,
22413,7/20/2018,16,0,0,0,0,0,KENAI,29,,,,,,,
22414,7/15/2018,3,0,0,0,0,0,KENAI,29,,,,,,,
22414,7/26/2018,9,0,0,0,0,0,KENAI,30,,,,,,,
22414,7/29/2018,10,0,0,0,0,0,KENAI,31,,,,,,,
22418,7/27/2018,11,0,0,1,0,1,KENAI,30,,,,,,,
22421,7/29/2018,1,0,0,0,0,0,KENAI,31,,,,,,,
22423,7/15/2018,0,0,0,0,0,0,KENAI,29,,,,,,,
22427,7/13/2018,4,0,0,0,0,1,KENAI,28,,,,,,,
22427,7/20/2018,15,0,0,0,0,0,KENAI,29,,,,,,,
22427,7/28/2018,10,0,0,0,0,0,KENAI,30,,,,,,,
22427,7/29/2018,5,0,0,0,0,0,KENAI,31,,,,,,,
22428,7/29/2018,36,0,0,6,0,0,KENAI,31,,,,,,,
22432,7/29/2018,9,0,0,5,0,0,KENAI,31,,,,,,,
22433,7/13/2018,4,0,0,0,0,0,KENAI,28,,,,,,,
22433,7/19/2018,6,0,0,0,0,0,KENAI,29,,,,,,,
22433,7/27/2018,12,0,1,0,0,0,KENAI,30,,,,,,,
22433,7/28/2018,5,0,0,0,0,0,KENAI,30,,,,,,,
22435,7/19/2018,7,0,0,0,0,0,KENAI,29,,,,,,,
22435,7/24/2018,3,0,0,0,0,0,KENAI,30,,,,,,,
22435,7/26/2018,10,0,0,0,0,0,KENAI,30,,,,,,,
22435,7/28/2018,6,0,0,0,0,0,KENAI,30,,,,,,,
22437,8/21/2018,1,0,0,0,0,0,KENAI,34,,,,,,,
22437,8/24/2018,0,0,0,0,0,0,KENAI,34,,,,,,,
22437,8/27/2018,5,0,0,0,0,0,KENAI,35,,,,,,,
22438,7/12/2018,7,0,0,0,0,0,KENAI,28,,,,,,,
22438,7/29/2018,10,0,2,0,0,0,KENAI,31,,,,,,,
22440,7/18/2018,9,0,0,0,0,0,KENAI,29,,,,,,,
22440,7/23/2018,5,0,0,0,0,0,KENAI,30,,,,,,,
22440,7/26/2018,4,0,0,2,0,0,KENAI,30,,,,,,,
22440,7/27/2018,10,0,0,0,0,0,KENAI,30,,,,,,,
22441,7/12/2018,0,0,0,0,0,0,KENAI,28,,,,,,,
22442,7/25/2018,3,0,0,0,0,0,KENAI,30,,,,,,,
22443,7/20/2018,4,0,0,1,0,2,KENAI,29,,,,,,,
22446,7/22/2018,9,0,0,0,0,0,KENAI,30,,,,,,,
22446,7/27/2018,12,0,0,0,0,0,KENAI,30,,,,,,,
22446,7/28/2018,8,0,0,0,0,0,KENAI,30,,,,,,,
22449,7/19/2018,6,0,0,0,0,0,KASILOF,29,,,,,,,
22449,7/23/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
22449,7/24/2018,8,0,0,0,0,0,KASILOF,30,,,,,,,
22449,7/25/2018,15,0,0,2,0,0,KASILOF,30,,,,,,,
22452,7/21/2018,3,0,0,0,0,0,KASILOF,29,,,,,,,
22452,7/24/2018,0,0,0,0,0,0,KASILOF,30,,,,,,,
22460,7/18/2018,7,0,0,0,0,0,KENAI,29,,,,,,,
22460,7/19/2018,5,0,0,0,0,0,KENAI,29,,,,,,,
22460,7/21/2018,1,0,0,0,0,0,KENAI,29,,,,,,,
22461,7/15/2018,3,0,0,0,0,0,KENAI,29,,,,,,,
22461,7/16/2018,2,0,0,0,0,0,KENAI,29,,,,,,,
22461,7/19/2018,10,0,0,0,0,0,KENAI,29,,,,,,,
22461,7/20/2018,0,0,0,0,0,0,KENAI,29,,,,,,,
22461,7/25/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
22464,7/18/2018,0,0,0,0,0,0,KENAI,29,,,,,,,
22464,7/21/2018,0,0,0,0,0,0,KENAI,29,,,,,,,
22464,7/26/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
22464,7/29/2018,0,0,0,0,0,0,KENAI,31,,,,,,,
22467,7/16/2018,5,0,0,0,0,1,KENAI,29,,,,,,,
22468,7/19/2018,8,0,0,0,0,0,KENAI,29,,,,,,,
22469,7/22/2018,17,0,0,0,0,0,KASILOF,30,,,,,,,
22471,7/18/2018,25,0,0,0,0,0,KENAI,29,,,,,,,
22474,7/19/2018,9,0,0,0,0,0,KENAI,29,,,,,,,
22478,7/23/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
22478,7/27/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
22480,7/20/2018,2,0,0,0,0,0,KENAI,29,,,,,,,
22481,7/17/2018,4,0,0,0,0,0,KENAI,29,,,,,,,
22481,7/18/2018,6,0,0,0,0,0,KENAI,29,,,,,,,
22481,7/29/2018,12,0,0,0,0,0,KASILOF,31,,,,,,,
22482,7/23/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
22484,7/17/2018,10,0,0,0,0,0,KENAI,29,,,,,,,
22484,7/23/2018,10,0,0,0,0,0,KENAI,30,,,,,,,
22486,7/22/2018,22,0,0,0,0,0,KENAI,30,,,,,,,
22487,7/22/2018,5,0,0,0,0,0,KENAI,30,,,,,,,
22487,7/28/2018,30,0,0,0,0,0,KENAI,30,,,,,,,
22488,7/15/2018,0,0,0,0,0,0,KENAI,29,,,,,,,
22489,7/17/2018,6,0,0,0,0,0,KENAI,29,,,,,,,
22489,7/20/2018,16,0,0,0,0,0,KENAI,29,,,,,,,
22490,7/18/2018,1,0,0,0,0,0,KASILOF,29,,,,,,,
22490,7/19/2018,2,0,0,0,0,0,KASILOF,29,,,,,,,
22490,8/4/2018,24,0,0,0,0,0,KASILOF,31,,,,,,,
22492,7/17/2018,1,0,0,0,0,0,KENAI,29,,,,,,,
22492,7/18/2018,12,0,0,0,0,0,KASILOF,29,,,,,,,
22492,7/19/2018,6,0,0,0,0,0,KASILOF,29,,,,,,,
22493,7/18/2018,12,0,0,0,0,0,KENAI,29,,,,,,,
22493,7/19/2018,11,0,0,0,0,0,KENAI,29,,,,,,,
22494,7/17/2018,35,0,0,0,0,0,KENAI,29,,,,,,,
22495,7/19/2018,19,0,0,0,0,0,KENAI,29,,,,,,,
22496,7/22/2018,0,0,0,0,0,0,UNKNOWN,30,,,,,,,
22498,7/20/2018,0,0,0,0,0,0,KASILOF,29,,,,,,,
22499,7/20/2018,14,0,0,0,0,0,KENAI,29,,,,,,,
22499,7/26/2018,8,0,0,0,0,0,KENAI,30,,,,,,,
22500,7/20/2018,8,0,0,0,0,0,KENAI,29,,,,,,,
22501,7/29/2018,13,0,0,4,0,0,KENAI,31,,,,,,,
22506,6/18/2018,15,1,0,0,0,0,KASILOF,25,,,,,,,
22506,6/19/2018,13,0,0,0,0,0,KASILOF,25,,,,,,,
22506,6/23/2018,5,0,0,0,0,0,KASILOF,25,,,,,,,
22507,6/19/2018,2,0,0,0,0,0,KASILOF,25,,,,,,,
22507,6/20/2018,33,0,0,0,0,0,KASILOF,25,,,,,,,
22508,6/15/2018,19,1,0,0,0,2,KASILOF,24,,,,,,,
22508,6/21/2018,0,0,0,0,0,1,KASILOF,25,,,,,,,
22508,6/23/2018,10,0,0,0,0,0,KASILOF,25,,,,,,,
22508,6/24/2018,5,0,0,0,0,0,KASILOF,26,,,,,,,
22514,7/13/2018,5,0,0,0,0,0,KENAI,28,,,,,,,
22514,7/24/2018,3,0,0,0,0,0,KENAI,30,,,,,,,
22515,6/16/2018,19,0,0,0,0,0,KASILOF,24,,,,,,,
22515,6/19/2018,2,0,0,0,0,0,KASILOF,25,,,,,,,
22517,6/15/2018,0,0,0,0,0,0,KASILOF,24,,,,,,,
22517,6/17/2018,1,0,0,0,0,0,KASILOF,25,,,,,,,
22517,6/19/2018,3,0,0,0,0,0,KASILOF,25,,,,,,,
22517,6/21/2018,6,0,0,0,0,0,KASILOF,25,,,,,,,
22518,7/20/2018,11,0,0,0,0,0,KENAI,29,,,,,,,
22518,7/29/2018,14,0,0,0,0,0,KENAI,31,,,,,,,
22519,7/25/2018,13,0,0,0,0,0,KENAI,30,,,,,,,
22521,7/20/2018,6,0,0,0,0,0,KENAI,29,,,,,,,
22522,6/16/2018,7,0,0,0,0,0,KASILOF,24,,,,,,,
22522,6/17/2018,1,0,0,0,0,0,KASILOF,25,,,,,,,
22522,6/22/2018,6,0,0,0,0,0,KASILOF,25,,,,,,,
22525,6/15/2018,3,0,0,0,0,0,KASILOF,24,,,,,,,
22527,7/27/2018,7,0,0,0,0,0,KENAI,30,,,,,,,
22528,6/23/2018,10,0,0,0,0,0,KASILOF,25,,,,,,,
22529,6/17/2018,9,0,0,0,0,0,KASILOF,25,,,,,,,
22529,6/23/2018,8,0,0,0,0,0,KASILOF,25,,,,,,,
22530,6/15/2018,0,0,0,0,0,0,KASILOF,24,,,,,,,
22530,6/16/2018,0,0,0,0,0,0,KASILOF,24,,,,,,,
