Pike #,Samplers,Section,Date,Start Time,Stop time,Species,Fork length,Tag #,Comments,Event,Gear
327,EH EH,4,6/5/2018,8:45,17:00,NP,464,1436,,Mark,HL
328,EH EH,4,6/5/2018,8:45,17:00,NP,339,1437,,Mark,HL
329,EH EH,4,6/5/2018,8:45,17:00,NP,484,1438,,Mark,HL
330,EH EH,4,6/5/2018,8:45,17:00,NP,356,1439,,Mark,HL
331,EH EH,4,6/5/2018,8:45,17:00,NP,397,1440,,Mark,HL
332,EH EH,4,6/5/2018,8:45,17:00,NP,376,1441,,Mark,HL
333,EH EH,4,6/5/2018,8:45,17:00,NP,425,1442,,Mark,HL
334,EH EH,4,6/5/2018,8:45,17:00,NP,468,1443,,Mark,HL
335,EH EH,4,6/5/2018,8:45,17:00,NP,417,1444,,Mark,HL
336,EH EH,4,6/5/2018,8:45,17:00,NP,387,1445,,Mark,HL
337,EH EH,4,6/5/2018,8:45,17:00,NP,420,1446,,Mark,HL
338,EH EH,4,6/5/2018,8:45,17:00,NP,423,1447,,Mark,HL
339,EH EH,4,6/5/2018,8:45,17:00,NP,330,1448,,Mark,HL
340,EH EH,4,6/5/2018,8:45,17:00,NP,395,1449,,Mark,HL
341,EH EH,4,6/5/2018,8:45,17:00,NP,442,1474,,Mark,HL
342,EH EH,4,6/5/2018,8:45,17:00,NP,412,1473,,Mark,HL
343,EH EH,4,6/5/2018,8:45,17:00,NP,414,1472,,Mark,HL
344,EH EH,4,6/5/2018,8:45,17:00,NP,340,1471,,Mark,HL
345,EH EH,4,6/5/2018,8:45,17:00,NP,364,1470,,Mark,HL
346,PB CJ,3,6/5/2018,9:00,17:00,NP,401,1511,,Mark,HL
347,PB CJ,3,6/5/2018,9:00,17:00,NP,427,1510,,Mark,HL
348,PB CJ,3,6/5/2018,9:00,17:00,NP,473,1509,,Mark,HL
349,PB CJ,3,6/5/2018,9:00,17:00,NP,408,1508,,Mark,HL
350,PB CJ,3,6/5/2018,9:00,17:00,NP,642,1507,,Mark,HL
351,PB CJ,3,6/5/2018,9:00,17:00,NP,440,1506,,Mark,HL
352,PB CJ,3,6/5/2018,9:00,17:00,NP,390,1505,,Mark,HL
353,PB CJ,3,6/5/2018,9:00,17:00,NP,443,1504,,Mark,HL
354,PB CJ,3,6/5/2018,9:00,17:00,NP,428,1502,,Mark,HL
355,PB CJ,3,6/5/2018,9:00,17:00,NP,445,1501,,Mark,HL
356,PB CJ,3,6/5/2018,9:00,17:00,NP,488,1500,,Mark,HL
357,PB CJ,3,6/5/2018,9:00,17:00,NP,342,1549,,Mark,HL
358,PB CJ,3,6/5/2018,9:00,17:00,NP,453,1548,,Mark,HL
359,PB CJ,3,6/5/2018,9:00,17:00,NP,296,,Mort,Mark,HL
360,PB CJ,3,6/5/2018,9:00,17:00,NP,300,1547,,Mark,HL
361,PB CJ,3,6/5/2018,9:00,17:00,NP,406,1546,snout injury,Mark,HL
,PB CJ,1,6/6/2018,9:00,13:00,none,,,,Mark,HL
362,SVD GVD,2,6/6/2018,9:00,17:20,NP,462,1873,,Mark,HL
363,SVD GVD,2,6/6/2018,9:00,17:20,NP,341,1872,,Mark,HL
364,SVD GVD,2,6/6/2018,9:00,17:20,NP,437,1871,,Mark,HL
365,SVD GVD,2,6/6/2018,9:00,17:20,NP,511,1870,,Mark,HL
366,SVD GVD,2,6/6/2018,9:00,17:20,NP,352,1869,,Mark,HL
367,SVD GVD,2,6/6/2018,9:00,17:20,NP,371,1868,,Mark,HL
368,SVD GVD,2,6/6/2018,9:00,17:20,NP,357,1867,,Mark,HL
369,SVD GVD,2,6/6/2018,9:00,17:20,NP,368,1866,,Mark,HL
370,SVD GVD,2,6/6/2018,9:00,17:20,NP,322,1865,,Mark,HL
371,SVD GVD,2,6/6/2018,9:00,17:20,NP,402,1864,,Mark,HL
372,SVD GVD,2,6/6/2018,9:00,17:20,NP,421,1863,,Mark,HL
373,SVD GVD,2,6/6/2018,9:00,17:20,NP,326,1862,,Mark,HL
374,SVD GVD,2,6/6/2018,9:00,17:20,NP,438,1861,,Mark,HL
375,SVD GVD,2,6/6/2018,9:00,17:20,NP,331,,Mort (1860),Mark,HL
376,EH EH,2,6/6/2018,9:00,17:20,NP,542,1469,,Mark,HL
377,EH EH,2,6/6/2018,9:00,17:20,NP,390,1468,,Mark,HL
378,EH EH,2,6/6/2018,9:00,17:20,NP,440,1467,,Mark,HL
379,EH EH,2,6/6/2018,9:00,17:20,NP,364,1466,,Mark,HL
380,EH EH,2,6/6/2018,9:00,17:20,NP,332,1465,,Mark,HL
381,EH EH,2,6/6/2018,9:00,17:20,NP,430,1464,,Mark,HL
382,Justin,3,6/7/2018,13:00,17:06,NP,401,1545,,Mark,HL
383,Justin,3,6/7/2018,13:00,17:06,NP,414,1544,,Mark,HL
384,Justin,3,6/7/2018,13:00,17:06,NP,362,1543,,Mark,HL
385,Justin,3,6/7/2018,13:00,17:06,NP,414,1542,deformed humpback,Mark,HL
386,EH SVD GVD,3,6/7/2018,9:00,17:00,NP,556,1859,,Mark,HL
387,EH SVD GVD,3,6/7/2018,9:00,17:00,NP,522,1858,,Mark,HL
388,EH SVD GVD,3,6/7/2018,9:00,17:00,NP,587,1857,,Mark,HL
389,EH SVD GVD,3,6/7/2018,9:00,17:00,NP,448,1856,,Mark,HL
390,EH SVD GVD,3,6/7/2018,9:00,17:00,NP,431,1855,,Mark,HL
391,EH SVD GVD,3,6/7/2018,9:00,17:00,NP,345,1854,,Mark,HL
392,EH SVD GVD,3,6/7/2018,9:00,17:00,NP,398,1853,,Mark,HL
393,EH SVD GVD,3,6/7/2018,9:00,17:00,NP,566,1852,,Mark,HL
394,EH SVD GVD,3,6/7/2018,9:00,17:00,NP,335,1851,,Mark,HL
395,EH SVD GVD,3,6/7/2018,9:00,17:00,NP,374,1850,,Mark,HL
396,EH SVD GVD,3,6/7/2018,9:00,17:00,NP,555,1899,,Mark,HL
397,EH SVD GVD,3,6/7/2018,9:00,17:00,NP,457,1898,,Mark,HL
398,EH SVD GVD,3,6/7/2018,9:00,17:00,NP,446,1897,,Mark,HL
399,EH SVD GVD,3,6/7/2018,9:00,17:00,NP,558,1896,,Mark,HL
400,EH SVD GVD,3,6/7/2018,9:00,17:00,NP,396,1895,,Mark,HL
401,EH SVD GVD,3,6/7/2018,9:00,17:00,NP,445,1894,,Mark,HL
402,EH SVD GVD,3,6/7/2018,9:00,17:00,NP,312,1893,,Mark,HL
403,EH SVD GVD,3,6/7/2018,9:00,17:00,NP,452,1892,,Mark,HL
,"EH, EH",1,6/8/2018,8:45,16:45,none,,,,Mark,HL
404,SVD GVD,1,6/8/2018,8:50,16:50,NP,352,1891,,Mark,HL
405,SVD GVD,5,6/9/2018,8:50,16:50,NP,504,1890,,Mark,HL
406,SVD GVD,5,6/9/2018,8:50,16:50,NP,515,1889,,Mark,HL
407,SVD GVD,5,6/9/2018,8:50,16:50,NP,,,Mort (1112),Mark,HL
408,SVD GVD,5,6/9/2018,8:50,16:50,NP,,,Mort (1415),Mark,HL
409,"EH, EH",5,6/9/2018,8:40,16:50,NP,440,1463,,Mark,HL
410,"EH, EH",5,6/9/2018,8:40,16:50,NP,605,1462,,Mark,HL
411,"EH, EH",5,6/9/2018,8:40,16:50,NP,416,1461,,Mark,HL
412,"EH, EH",6,6/10/2018,8:40,16:40,NP,434,1460,,Mark,HL
413,"EH, EH",6,6/10/2018,8:40,16:40,NP,440,1459,,Mark,HL
414,"EH, EH",6,6/10/2018,8:40,16:40,NP,486,1458,,Mark,HL
415,"EH, EH",6,6/10/2018,8:40,16:40,NP,450,1457,,Mark,HL
416,"EH, EH",6,6/10/2018,8:40,16:40,NP,453,1456,,Mark,HL
417,"EH, EH",6,6/10/2018,8:40,16:40,NP,339,1455,,Mark,HL
418,"EH, EH",6,6/10/2018,8:40,16:40,NP,367,1454,,Mark,HL
419,"EH, EH",6,6/10/2018,8:40,16:40,NP,383,1453,,Mark,HL
420,SVD GVD,4,6/10/2018,8:40,16:40,NP,328,1888,,Mark,HL
421,SVD GVD,4,6/10/2018,8:40,16:40,NP,452,1887,,Mark,HL
422,SVD GVD,4,6/10/2018,8:40,16:40,NP,315,1885,,Mark,HL
423,SVD GVD,4,6/10/2018,8:40,16:40,NP,409,1884,,Mark,HL
424,SVD GVD,4,6/10/2018,8:40,16:40,NP,305,1883,,Mark,HL
425,SVD GVD,4,6/10/2018,8:40,16:40,NP,338,1882,,Mark,HL
426,SVD GVD,4,6/10/2018,8:40,16:40,NP,336,1881,,Mark,HL
427,SVD GVD,4,6/10/2018,8:40,16:40,NP,339,1880,,Mark,HL
428,SVD GVD,4,6/10/2018,8:40,16:40,NP,300,1879,,Mark,HL
429,SVD GVD,4,6/10/2018,8:40,16:40,NP,358,1878,,Mark,HL
430,SVD GVD,4,6/10/2018,8:40,16:40,NP,353,1877,,Mark,HL
431,SVD GVD,4,6/10/2018,8:40,16:40,NP,437,1876,,Mark,HL
432,SVD GVD,4,6/10/2018,8:40,16:40,NP,382,1875,,Mark,HL
433,SVD GVD,4,6/10/2018,8:40,16:40,NP,376,1824,,Mark,HL
434,SVD GVD,4,6/10/2018,8:40,16:40,NP,395,1823,,Mark,HL
435,SVD GVD,4,6/10/2018,8:40,16:40,NP,324,1822,,Mark,HL
436,SVD GVD,4,6/10/2018,8:40,16:40,NP,391,1821,,Mark,HL
437,SVD GVD,4,6/10/2018,8:40,16:40,NP,312,1820,,Mark,HL
438,SVD GVD,4,6/10/2018,8:40,16:40,NP,442,1819,,Mark,HL
439,SVD GVD,4,6/10/2018,8:40,16:40,NP,415,1818,,Mark,HL
440,SVD GVD,4,6/10/2018,8:40,16:40,NP,304,1817,,Mark,HL
441,SVD GVD,4,6/10/2018,8:40,16:40,NP,337,1816,,Mark,HL
442,SVD GVD,4,6/10/2018,8:40,16:40,NP,322,1815,,Mark,HL
443,SVD GVD,4,6/10/2018,8:40,16:40,NP,347,1814,,Mark,HL
444,SVD GVD,4,6/10/2018,8:40,16:40,NP,365,1813,,Mark,HL
445,SVD GVD,4,6/10/2018,8:40,16:40,NP,595,1812,Bleeder,Mark,HL
446,SVD GVD,4,6/10/2018,8:40,16:40,NP,393,1811,,Mark,HL
447,SVD GVD,4,6/10/2018,8:40,16:40,NP,359,1810,,Mark,HL
448,SVD GVD,4,6/10/2018,8:40,16:40,NP,328,1809,,Mark,HL
449,SVD GVD,4,6/10/2018,8:40,16:40,NP,327,1808,,Mark,HL
450,SVD GVD,4,6/10/2018,8:40,16:40,NP,333,1807,,Mark,HL
451,SVD GVD,4,6/10/2018,8:40,16:40,NP,355,1806,,Mark,HL
452,SVD GVD,4,6/10/2018,8:40,16:40,NP,460,1805,,Mark,HL
453,SVD GVD,4,6/10/2018,8:40,16:40,NP,376,1804,,Mark,HL
454,EH,6,6/11/2018,10:46,17:00,NP,341,1452,,Mark,HL
455,EH,6,6/11/2018,10:46,17:00,NP,441,1451,,Mark,HL
456,EH,6,6/11/2018,10:46,17:00,NP,305,1450,,Mark,HL
457,SVD GVD,6,6/11/2018,10:40,17:00,NP,338,1803,,Mark,HL
458,SVD GVD,6,6/11/2018,10:40,17:00,NP,461,1802,,Mark,HL
459,SVD GVD,6,6/11/2018,10:40,17:00,NP,437,1801,,Mark,HL
460,SVD GVD,6,6/11/2018,10:40,17:00,NP,366,1800,,Mark,HL
461,SVD GVD,6,6/11/2018,10:40,17:00,NP,332,1849,,Mark,HL
462,SVD GVD,6,6/11/2018,10:40,17:00,NP,436,1848,,Mark,HL
463,SVD GVD,6,6/11/2018,10:40,17:00,NP,344,1847,,Mark,HL
464,"Jillian, Justin",6,6/12/2018,9:38,17:00,NP,330,1541,,Mark,HL
465,"Jillian, Justin",6,6/12/2018,9:38,17:00,NP,460,1540,,Mark,HL
466,SVD GVD,6,6/12/2018,9:20,17:00,NP,435,1846,,Mark,HL
467,SVD GVD,6,6/12/2018,9:20,17:00,NP,445,1845,,Mark,HL
468,SVD GVD,6,6/12/2018,9:20,17:00,NP,372,1844,,Mark,HL
469,SVD GVD,6,6/12/2018,9:20,17:00,NP,338,1843,,Mark,HL
470,SVD GVD,6,6/12/2018,9:20,17:00,NP,387,1842,,Mark,HL
471,SVD GVD,6,6/12/2018,9:20,17:00,NP,304,1841,,Mark,HL
,EH,6,6/12/2018,9:20,17:00,none,,,,Mark,HL
1,PB CJ,1,6/1/2018,10:00,18:10,NP,333,1009,,Mark,GN
2,PB CJ,1,6/1/2018,10:10,18:19,NP,397,,Mort,Mark,GN
3,PB CJ,1,6/1/2018,10:10,18:19,NP,380,1008,,Mark,GN
4,PB CJ,1,6/1/2018,10:10,18:19,NP,426,,Mort,Mark,GN
5,PB CJ,1,6/1/2018,10:10,18:19,NP,413,1007,,Mark,GN
6,PB CJ,1,6/1/2018,10:10,18:19,NP,336,1006,,Mark,GN
7,PB CJ,1,6/1/2018,10:10,18:19,NP,413,1313,,Mark,GN
8,PB CJ,1,6/1/2018,10:10,18:19,NP,367,1312,,Mark,GN
9,PB CJ,1,6/1/2018,10:10,18:19,NP,375,1311,,Mark,GN
10,PB CJ,1,6/1/2018,10:10,18:19,NP,332,1304,,Mark,GN
11,PB CJ,1,6/1/2018,10:15,18:24,NP,355,1005,,Mark,GN
12,PB CJ,1,6/1/2018,10:15,18:24,NP,476,1004,,Mark,GN
13,PB CJ,1,6/1/2018,10:15,18:24,NP,417,1003,,Mark,GN
14,PB CJ,1,6/1/2018,10:15,18:24,NP,379,1000,,Mark,GN
15,PB CJ,1,6/1/2018,10:15,18:24,NP,294,,Mort,Mark,GN
16,PB CJ,1,6/1/2018,10:15,18:24,NP,337,1301,,Mark,GN
17,PB CJ,1,6/1/2018,10:15,18:24,NP,395,,Mort,Mark,GN
18,PB CJ,1,6/1/2018,10:25,18:32,NP,290,,Mort,Mark,GN
19,PB CJ,1,6/1/2018,10:25,18:32,NP,333,,Mort,Mark,GN
20,PB CJ,1,6/1/2018,10:25,18:32,NP,290,,Mort,Mark,GN
21,PB CJ,1,6/1/2018,10:25,18:32,NP,261,,Mort,Mark,GN
22,PB CJ,1,6/1/2018,10:25,18:32,NP,298,,Mort,Mark,GN
23,PB CJ,1,6/1/2018,10:25,18:32,NP,320,1310,,Mark,GN
,PB CJ,1,6/1/2018,10:25,18:32,DV,274,,Mort,Mark,GN
24,PB CJ,1,6/1/2018,10:30,18:36,NP,294,,Mort,Mark,GN
25,PB CJ,1,6/1/2018,10:30,18:36,NP,263,,Mort,Mark,GN
,PB CJ,1,6/1/2018,10:30,18:36,DV,269,,Mort,Mark,GN
,PB CJ,1,6/1/2018,10:30,18:36,DV,271,,,Mark,GN
,PB CJ,1,6/1/2018,10:30,18:36,DV,271,,,Mark,GN
26,PB CJ,1,6/1/2018,10:45,18:41,NP,391,1324,,Mark,GN
27,PB CJ,1,6/1/2018,10:45,18:41,NP,264,,Mort,Mark,GN
28,PB CJ,1,6/1/2018,10:45,18:41,NP,325,1309,,Mark,GN
29,PB CJ,1,6/1/2018,10:55,18:46,NP,434,1323,,Mark,GN
30,PB CJ,1,6/1/2018,10:55,18:46,NP,380,1322,,Mark,GN
31,PB CJ,1,6/1/2018,10:55,18:46,NP,425,1308,,Mark,GN
32,PB CJ,1,6/1/2018,10:55,18:46,NP,395,1303,,Mark,GN
33,PB CJ,1,6/1/2018,11:00,18:50,NP,411,1307,,Mark,GN
34,PB CJ,1,6/1/2018,11:00,18:50,NP,417,1306,,Mark,GN
35,PB CJ,1,6/1/2018,11:05,18:56,NP,443,1321,,Mark,GN
36,PB CJ,1,6/1/2018,11:05,18:56,NP,560,1320,Questionable recovery but tagged,Mark,GN
37,PB CJ,1,6/1/2018,11:05,18:56,NP,440,1319,,Mark,GN
38,PB CJ,1,6/1/2018,11:05,18:56,NP,384,1318,,Mark,GN
39,PB CJ,1,6/1/2018,11:05,18:56,NP,363,1317,,Mark,GN
40,PB CJ,1,6/1/2018,11:05,18:56,NP,216,,Mort,Mark,GN
41,PB CJ,1,6/1/2018,11:05,18:56,NP,304,,Mort,Mark,GN
42,PB CJ,1,6/1/2018,11:05,18:56,NP,472,1305,,Mark,GN
43,PB CJ,1,6/1/2018,11:05,18:56,NP,320,1302,,Mark,GN
44,PB CJ,1,6/1/2018,11:05,18:56,NP,294,,Mort,Mark,GN
45,PB CJ,1,6/1/2018,11:05,18:56,NP,385,1300,,Mark,GN
46,PB CJ,1,6/1/2018,11:05,18:56,NP,310,,Mort,Mark,GN
47,PB CJ,1,6/1/2018,11:10,19:07,NP,610,1315,,Mark,GN
48,PB CJ,1,6/1/2018,11:10,19:07,NP,390,1314,,Mark,GN
49,PB CJ,1,6/1/2018,11:10,19:07,NP,210,,Mort,Mark,GN
50,PB CJ,2,6/2/2018,9:05,15:55,NP,425,1348,,Mark,GN
51,PB CJ,2,6/2/2018,9:05,15:55,NP,320,1347,,Mark,GN
52,PB CJ,2,6/2/2018,9:05,15:55,NP,420,1346,,Mark,GN
53,PB CJ,2,6/2/2018,9:05,15:55,NP,513,1345,,Mark,GN
54,PB CJ,2,6/2/2018,9:05,15:55,NP,255,,Mort,Mark,GN
55,PB CJ,2,6/2/2018,9:05,15:55,NP,,,Recap 1108,Mark,GN
56,PB CJ,2,6/2/2018,9:05,15:55,NP,,,recap 1244,Mark,GN
57,PB CJ,2,6/2/2018,9:10,16:05,NP,444,,Mort,Mark,GN
58,PB CJ,2,6/2/2018,9:10,16:05,NP,450,1372,,Mark,GN
59,PB CJ,2,6/2/2018,9:20,16:10,NP,413,1344,,Mark,GN
60,PB CJ,2,6/2/2018,9:20,16:10,NP,285,,Mort,Mark,GN
61,PB CJ,2,6/2/2018,9:23,16:17,NP,,,Recap 1144,Mark,GN
62,PB CJ,2,6/2/2018,9:23,16:17,NP,435,1332,Broken bottom jaw,Mark,GN
63,PB CJ,2,6/2/2018,9:23,16:17,NP,268,,Mort,Mark,GN
64,PB CJ,2,6/2/2018,9:25,16:22,NP,,,Recap 1142,Mark,GN
65,PB CJ,2,6/2/2018,9:25,16:22,NP,596,1331,,Mark,GN
66,PB CJ,2,6/2/2018,9:30,16:30,NP,347,1343,,Mark,GN
67,PB CJ,2,6/2/2018,9:30,16:30,NP,368,1330,,Mark,GN
68,PB CJ,2,6/2/2018,9:30,16:30,NP,417,1329,,Mark,GN
69,PB CJ,2,6/2/2018,9:30,16:30,NP,477,,Mort,Mark,GN
70,PB CJ,2,6/2/2018,9:30,16:30,NP,547,,Mort,Mark,GN
71,PB CJ,2,6/2/2018,9:30,16:30,NP,226,,Mort,Mark,GN
72,PB CJ,2,6/2/2018,9:35,16:38,NP,590,1342,,Mark,GN
73,PB CJ,2,6/2/2018,9:35,16:38,NP,449,,Mort,Mark,GN
74,PB CJ,2,6/2/2018,9:35,16:38,NP,362,1340,,Mark,GN
75,PB CJ,2,6/2/2018,9:35,16:38,NP,272,,Mort,Mark,GN
76,PB CJ,2,6/2/2018,9:35,16:38,NP,439,1328,,Mark,GN
77,PB CJ,2,6/2/2018,9:35,16:38,NP,415,,Angler Mort 1327,Mark,GN
78,PB CJ,2,6/2/2018,9:35,16:38,NP,381,1326,,Mark,GN
79,PB CJ,2,6/2/2018,9:35,16:38,NP,,,Recap 1331,Mark,GN
80,PB CJ,2,6/2/2018,9:40,16:50,NP,348,1339,,Mark,GN
81,PB CJ,2,6/2/2018,9:40,16:50,NP,258,,Mort,Mark,GN
82,PB CJ,2,6/2/2018,9:40,16:50,NP,255,,Mort,Mark,GN
83,PB CJ,2,6/2/2018,9:40,16:50,NP,240,,Mort,Mark,GN
84,PB CJ,2,6/2/2018,9:40,16:50,NP,226,,Mort,Mark,GN
85,PB CJ,2,6/2/2018,9:40,16:50,NP,258,,Mort,Mark,GN
86,PB CJ,2,6/2/2018,9:42,16:56,NP,408,1338,,Mark,GN
87,PB CJ,2,6/2/2018,9:42,16:56,NP,448,1337,,Mark,GN
88,PB CJ,2,6/2/2018,9:42,16:56,NP,497,1336,,Mark,GN
89,PB CJ,2,6/2/2018,9:42,16:56,NP,598,1335,,Mark,GN
90,PB CJ,2,6/2/2018,9:42,16:56,NP,327,1334,,Mark,GN
91,PB CJ,2,6/2/2018,9:42,16:56,NP,314,1333,,Mark,GN
92,PB CJ,2,6/2/2018,9:42,16:56,NP,248,,Mort,Mark,GN
93,PB CJ,2,6/2/2018,9:42,16:56,NP,242,,Mort,Mark,GN
94,PB CJ,2,6/2/2018,9:42,16:56,NP,374,1325,,Mark,GN
95,PB CJ,2,6/2/2018,9:42,16:56,NP,496,1374,,Mark,GN
96,PB CJ,2,6/2/2018,9:42,16:56,NP,426,1373,,Mark,GN
97,PB CJ,2,6/2/2018,9:42,16:56,NP,,,Recap 1349,Mark,GN
98,PB CJ,2,6/2/2018,9:42,16:56,NP,,,Recap 1341,Mark,GN
99,PB CJ,2,6/2/2018,9:42,16:56,NP,,,Recap 1328,Mark,GN
100,PB CJ,2,6/2/2018,9:42,16:56,NP,422,,Mort,Mark,GN
101,PB CJ,2,6/2/2018,9:45,17:00,NP,244,,Mort,Mark,GN
102,PB CJ,2,6/2/2018,9:45,17:00,NP,,,Recap 1338,Mark,GN
103,PB CJ,2,6/2/2018,9:45,17:00,NP,,,Recap 1011,Mark,GN
104,PB CJ,2,6/2/2018,9:45,17:00,NP,259,,Mort,Mark,GN
105,PB CJ,5,6/3/2018,9:30,16:46,NP,413,1365,,Mark,GN
106,PB CJ,5,6/3/2018,9:30,16:46,NP,653,1364,,Mark,GN
107,PB CJ,5,6/3/2018,9:40,16:52,NP,445,1363,,Mark,GN
108,PB CJ,5,6/3/2018,9:40,16:52,NP,575,1362,,Mark,GN
109,PB CJ,5,6/3/2018,9:45,17:00,NP,234,,Mort,Mark,GN
110,PB CJ,5,6/3/2018,9:55,17:06,NP,244,,Mort,Mark,GN
111,PB CJ,5,6/3/2018,10:00,17:10,NP,565,1368,,Mark,GN
112,PB CJ,5,6/3/2018,10:00,17:10,NP,528,,Mort,Mark,GN
113,PB CJ,5,6/3/2018,10:00,17:10,NP,261,,Mort,Mark,GN
114,PB CJ,5,6/3/2018,10:00,17:10,NP,258,,Mort,Mark,GN
115,PB CJ,5,6/3/2018,10:05,17:15,NP,511,1367,Not so good condition,Mark,GN
116,PB CJ,5,6/3/2018,10:14,17:20,NP,227,,Mort,Mark,GN
117,PB CJ,5,6/3/2018,10:14,17:20,NP,244,,Mort,Mark,GN
118,PB CJ,5,6/3/2018,10:20,17:26,NP,239,,Mort,Mark,GN
119,PB CJ,5,6/3/2018,10:20,17:26,NP,242,,Mort,Mark,GN
120,PB CJ,5,6/3/2018,10:20,17:26,NP,235,,Mort,Mark,GN
,PB CJ,5,6/3/2018,10:30,17:40,None,,,,Mark,GN
121,PB CJ,5,6/3/2018,10:36,17:46,NP,539,1366,,Mark,GN
122,PB CJ,4,6/4/2018,9:23,13:55,NP,978,,Mort,Mark,GN
123,PB CJ,4,6/4/2018,9:23,13:55,NP,,,Recap 1294,Mark,GN
124,PB CJ,4,6/4/2018,9:23,13:55,NP,534,1355,,Mark,GN
125,PB CJ,4,6/4/2018,9:23,13:55,NP,515,1354,,Mark,GN
126,PB CJ,4,6/4/2018,9:23,13:55,NP,458,1390,,Mark,GN
127,PB CJ,4,6/4/2018,9:25,13:50,NP,227,,Mort,Mark,GN
128,PB CJ,4,6/4/2018,9:25,13:50,NP,320,1391,,Mark,GN
129,PB CJ,4,6/4/2018,9:37,13:40,NP,390,1358,,Mark,GN
130,PB CJ,4,6/4/2018,9:37,13:40,NP,500,1359,,Mark,GN
131,PB CJ,4,6/4/2018,9:37,13:40,NP,356,1357,,Mark,GN
132,PB CJ,4,6/4/2018,9:37,13:40,NP,375,1392,,Mark,GN
133,PB CJ,4,6/4/2018,9:37,13:40,NP,270,,Mort,Mark,GN
134,PB CJ,4,6/4/2018,9:47,13:35,NP,365,1393,,Mark,GN
135,PB CJ,4,6/4/2018,9:47,13:35,NP,285,,Mort,Mark,GN
136,PB CJ,4,6/4/2018,10:05,13:25,NP,385,1360,,Mark,GN
137,PB CJ,4,6/4/2018,10:05,13:25,NP,364,1361,,Mark,GN
138,PB CJ,4,6/4/2018,10:05,13:25,NP,234,,Mort,Mark,GN
139,PB CJ,4,6/4/2018,10:05,13:25,NP,279,,Mort,Mark,GN
140,PB CJ,4,6/4/2018,10:05,13:25,NP,375,1394,,Mark,GN
141,PB CJ,4,6/4/2018,10:05,13:25,NP,219,,Mort,Mark,GN
142,PB CJ,4,6/4/2018,10:15,13:03,NP,440,1352,,Mark,GN
143,PB CJ,4,6/4/2018,10:15,13:03,NP,450,1353,,Mark,GN
144,PB CJ,4,6/4/2018,10:15,13:03,NP,305,,Mort,Mark,GN
145,PB CJ,4,6/4/2018,10:15,13:03,NP,440,1397,,Mark,GN
146,PB CJ,4,6/4/2018,10:16,12:36,NP,319,1351,,Mark,GN
147,PB CJ,4,6/4/2018,10:16,12:36,NP,600,,Mort,Mark,GN
148,PB CJ,4,6/4/2018,10:16,12:36,NP,613,,Mort,Mark,GN
149,PB CJ,4,6/4/2018,10:16,12:36,NP,615,,Mort,Mark,GN
150,PB CJ,4,6/4/2018,10:16,12:36,NP,525,,Mort,Mark,GN
151,PB CJ,4,6/4/2018,10:22,12:45,NP,520,1350,,Mark,GN
152,PB CJ,4,6/4/2018,10:22,12:45,NP,810,,Mort,Mark,GN
153,PB CJ,4,6/4/2018,10:22,12:45,NP,235,,Mort,Mark,GN
154,PB CJ,4,6/4/2018,10:22,12:45,NP,210,,Mort,Mark,GN
155,PB CJ,4,6/4/2018,10:33,12:50,NP,,,Recap 1274,Mark,GN
156,PB CJ,4,6/4/2018,10:33,12:50,NP,740,1399,,Mark,GN
157,PB CJ,4,6/4/2018,10:33,12:50,NP,335,1398,,Mark,GN
158,PB CJ,4,6/4/2018,10:33,12:50,NP,590,,Mort,Mark,GN
159,PB CJ,4,6/4/2018,10:40,13:10,NP,326,1396,,Mark,GN
160,PB CJ,4,6/4/2018,10:40,13:10,NP,584,1395,,Mark,GN
1,PB CJ KD,6,6/5/2018 16:38,6/5/2018 16:38,6/6/2018 14:48,NP,410,,,Mark,GN
2,PB CJ KD,6,6/5/2018 16:38,6/5/2018 16:38,6/6/2018 14:48,NP,800,,,Mark,GN
3,PB CJ KD,6,6/5/2018 16:38,6/5/2018 16:38,6/6/2018 14:48,NP,457,,,Mark,GN
4,PB CJ KD,6,6/5/2018 16:44,6/5/2018 16:44,6/6/2018 14:55,NP,303,,,Mark,GN
5,PB CJ KD,6,6/5/2018 16:44,6/5/2018 16:44,6/6/2018 14:55,NP,240,,,Mark,GN
6,PB CJ KD,6,6/5/2018 16:44,6/5/2018 16:44,6/6/2018 14:55,NP,310,,,Mark,GN
7,PB CJ KD,6,6/5/2018 16:44,6/5/2018 16:44,6/6/2018 14:55,NP,304,,,Mark,GN
8,PB CJ KD,6,6/5/2018 16:44,6/5/2018 16:44,6/6/2018 14:55,NP,272,,,Mark,GN
9,PB CJ KD,6,6/5/2018 16:44,6/5/2018 16:44,6/6/2018 14:55,NP,285,,,Mark,GN
10,PB CJ KD,6,6/5/2018 16:44,6/5/2018 16:44,6/6/2018 14:55,NP,,,,Mark,GN
11,PB CJ KD,6,6/5/2018 16:48,6/5/2018 16:48,6/6/2018 15:03,NP,380,,,Mark,GN
12,PB CJ KD,6,6/5/2018 16:48,6/5/2018 16:48,6/6/2018 15:03,NP,240,,,Mark,GN
13,PB CJ KD,6,6/5/2018 16:48,6/5/2018 16:48,6/6/2018 15:03,NP,500,,,Mark,GN
14,PB CJ KD,6,6/5/2018 16:48,6/5/2018 16:48,6/6/2018 15:03,NP,306,,,Mark,GN
15,PB CJ KD,6,6/5/2018 16:48,6/5/2018 16:48,6/6/2018 15:03,NP,319,,,Mark,GN
