"permit","harvdate","red","king","coho","pink","chum","flounder","fishery","effort_days","city","familysi","allowed","mailing","status","region_number","region_code","area_name","response_method","year"
11057,2017-07-16,15,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",3,45,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11058,2017-07-24,3,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",5,65,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11058,2017-07-30,15,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",5,65,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11059,2017-07-17,17,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11059,2017-07-19,16,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11059,2017-07-21,21,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11060,2017-07-17,3,0,0,0,0,0,"KENAI",1,"",2,35,0,"HARVEST REPORTED",NA,NA,NA,"mail",2017
11060,2017-07-21,2,0,0,0,0,0,"KENAI",1,"",2,35,0,"HARVEST REPORTED",NA,NA,NA,"mail",2017
11063,2017-07-18,8,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",6,75,1,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11063,2017-07-19,10,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",6,75,1,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11063,2017-07-20,5,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",6,75,1,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11064,2017-07-19,14,0,0,1,0,1,"KENAI",1,"EAGLE RIVER",3,45,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11064,2017-07-20,17,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",3,45,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11065,2017-07-25,24,0,0,0,0,3,"KASILOF DIPNET",1,"EAGLE RIVER",3,45,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11065,2017-07-26,21,0,0,0,0,2,"KASILOF DIPNET",1,"EAGLE RIVER",3,45,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11066,2017-07-16,7,0,0,0,0,0,"KASILOF DIPNET",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11066,2017-07-17,10,0,0,0,0,0,"KASILOF DIPNET",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11067,2017-07-19,15,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",1,25,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11068,2017-07-16,11,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",5,65,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11069,2017-07-27,23,0,0,0,0,0,"KENAI",1,"CHUGIAK",3,45,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11070,2017-07-16,3,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",5,65,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11071,2017-07-16,8,0,0,0,0,0,"KENAI",1,"CHUGIAK",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11071,2017-07-22,16,0,0,0,0,0,"KENAI",1,"CHUGIAK",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11071,2017-07-29,0,0,0,0,0,0,"KENAI",1,"CHUGIAK",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11074,2017-07-23,3,1,0,0,0,0,"KENAI",1,"ANCHORAGE",1,25,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11075,2017-07-21,6,0,0,0,0,0,"KASILOF DIPNET",1,"EAGLE RIVER",8,95,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11076,2017-07-19,12,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",6,75,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11076,2017-07-25,48,0,0,2,0,0,"KENAI",1,"EAGLE RIVER",6,75,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11078,2017-07-23,20,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11078,2017-07-25,7,0,0,1,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11079,2017-07-17,15,0,0,2,0,0,"KENAI",1,"EAGLE RIVER",5,65,1,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11079,2017-07-18,20,0,0,1,0,0,"KENAI",1,"EAGLE RIVER",5,65,1,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11079,2017-07-19,21,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",5,65,1,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11081,2017-07-19,17,0,0,3,0,0,"KENAI",1,"EAGLE RIVER",6,75,1,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11081,2017-07-20,20,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",6,75,1,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11083,2017-07-19,2,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",7,85,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11083,2017-07-20,40,0,0,0,0,1,"KENAI",1,"EAGLE RIVER",7,85,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11083,2017-07-21,3,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",7,85,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11084,2017-07-21,13,0,0,0,0,0,"KENAI",1,"CHUGIAK",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11084,2017-07-22,10,0,0,0,0,0,"KENAI",1,"CHUGIAK",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11085,2017-07-20,15,0,0,0,5,0,"KASILOF DIPNET",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11085,2017-07-21,10,0,0,0,0,0,"KASILOF DIPNET",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11086,2017-07-18,20,0,0,0,0,0,"KENAI",1,"ANCHORAGE",5,65,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11086,2017-07-19,15,0,0,0,0,0,"KENAI",1,"ANCHORAGE",5,65,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11086,2017-07-20,21,1,0,0,0,0,"KENAI",1,"ANCHORAGE",5,65,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11087,2017-07-19,16,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11088,2017-07-21,7,0,0,1,0,0,"KENAI",1,"EAGLE RIVER",5,65,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11088,2017-07-28,5,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",5,65,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11088,2017-07-29,5,0,0,1,0,0,"KENAI",1,"EAGLE RIVER",5,65,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11088,2017-07-30,12,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",5,65,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11088,2017-07-31,3,0,1,0,0,0,"KENAI",1,"EAGLE RIVER",5,65,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11091,2017-07-17,8,0,0,2,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11091,2017-07-18,12,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11091,2017-07-19,10,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11091,2017-07-27,0,0,0,0,0,0,"FISH CREEK",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11092,2017-07-17,4,0,0,2,0,0,"KENAI",1,"EAGLE RIVER",1,25,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11092,2017-07-18,5,0,0,1,0,0,"KENAI",1,"EAGLE RIVER",1,25,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11092,2017-07-19,8,0,1,2,0,0,"KENAI",1,"EAGLE RIVER",1,25,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11093,2017-07-16,4,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",6,75,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11093,2017-07-17,10,0,0,3,0,0,"KENAI",1,"EAGLE RIVER",6,75,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11094,2017-07-17,11,0,0,1,0,0,"KENAI",1,"FAIRBANKS",2,35,0,"HARVEST REPORTED",3,"U","Tanana River Drainages","mail",2017
11095,2017-07-17,25,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11096,2017-07-18,41,0,0,1,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11097,2017-07-17,14,0,0,2,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11098,2017-07-21,4,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",3,45,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11098,2017-07-22,7,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",3,45,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11099,2017-07-17,25,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",5,65,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11101,2017-07-17,10,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",5,65,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11101,2017-07-18,15,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",5,65,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11106,2017-07-21,4,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11108,2017-07-17,3,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11108,2017-07-18,4,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11110,2017-07-20,9,0,0,1,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11111,2017-07-29,29,1,0,0,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11112,2017-07-20,45,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",3,45,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11113,2017-07-22,17,0,0,1,0,3,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11114,2017-07-19,14,0,1,2,0,0,"KENAI",1,"CHUGIAK",5,65,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11114,2017-07-20,13,0,0,0,0,0,"KENAI",1,"CHUGIAK",5,65,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11115,2017-07-20,11,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11116,2017-07-19,6,0,3,0,0,0,"KASILOF DIPNET",1,"EAGLE RIVER",4,55,1,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11116,2017-07-20,13,0,0,0,0,0,"KASILOF DIPNET",1,"EAGLE RIVER",4,55,1,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11116,2017-07-21,20,0,0,0,0,0,"KASILOF DIPNET",1,"EAGLE RIVER",4,55,1,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11116,2017-07-22,4,0,0,0,0,0,"KASILOF DIPNET",1,"EAGLE RIVER",4,55,1,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11117,2017-07-22,6,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11118,2017-07-21,10,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11120,2017-07-25,0,0,0,0,0,0,"KASILOF DIPNET",1,"EAGLE RIVER",6,75,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11121,2017-07-18,11,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11122,2017-07-20,2,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",1,25,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11122,2017-07-21,2,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",1,25,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11123,2017-07-18,1,0,0,0,0,2,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11123,2017-07-19,3,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11123,2017-07-20,3,0,0,0,0,2,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11123,2017-07-21,1,0,0,0,0,0,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11123,2017-07-22,6,0,0,0,0,1,"KENAI",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11124,2017-07-19,17,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11124,2017-07-20,9,0,0,1,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11124,2017-07-22,5,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11125,2017-07-25,22,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11127,2017-06-30,0,0,0,0,0,0,"KENAI",1,"WASILLA",1,25,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage","mail",2017
11129,2017-07-20,12,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",7,85,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11129,2017-07-21,9,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",7,85,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11129,2017-07-23,29,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",7,85,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11130,2017-07-19,3,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11132,2017-07-19,55,0,0,0,0,0,"KENAI",1,"DELTA JUNCTION",4,55,0,"HARVEST REPORTED",3,"U","Tanana River Drainages","mail",2017
11133,2017-07-24,21,0,0,0,0,0,"KASILOF DIPNET",1,"CHUGIAK",3,45,1,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11138,2017-07-19,6,0,0,0,0,0,"KENAI",1,"CHUGIAK",3,45,2,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11140,2017-07-19,6,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11140,2017-07-25,23,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11141,2017-07-21,5,0,0,0,0,2,"KENAI",1,"EAGLE RIVER",3,45,2,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11141,2017-07-22,3,0,0,0,0,2,"KENAI",1,"EAGLE RIVER",3,45,2,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11143,2017-07-19,26,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11144,2017-07-19,1,0,0,0,0,0,"KENAI",1,"ANCHORAGE",3,45,1,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11145,2017-07-19,4,0,0,0,0,2,"KENAI",1,"EAGLE RIVER",5,65,1,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11146,2017-07-20,5,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",3,45,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11146,2017-07-21,1,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",3,45,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11148,2017-07-08,6,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",3,45,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11150,2017-07-21,0,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11150,2017-07-22,0,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11151,2017-07-21,0,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11151,2017-07-22,5,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11152,2017-07-22,4,0,0,0,0,0,"KASILOF DIPNET",1,"EAGLE RIVER",3,45,2,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11153,2017-07-22,7,0,0,0,0,0,"KENAI",1,"SUTTON",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage","online",2017
11153,2017-07-25,14,0,0,1,0,0,"KENAI",1,"SUTTON",2,35,0,"HARVEST REPORTED",2,"K","Knik Arm Drainage","online",2017
11154,2017-07-26,25,1,0,0,0,0,"KENAI",1,"EAGLE RIVER",3,45,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11155,2017-07-20,9,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11155,2017-07-22,6,0,0,0,0,3,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11157,2017-08-16,7,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",5,65,1,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11158,2017-07-20,18,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11159,2017-07-21,12,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11159,2017-07-22,19,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11163,2017-07-22,5,0,0,1,0,0,"KENAI",1,"EAGLE RIVER",3,45,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11166,2017-07-20,7,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11166,2017-07-21,9,1,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11167,2017-07-15,8,0,0,0,0,0,"KASILOF DIPNET",1,"EAGLE RIVER",2,35,1,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11168,2017-07-27,10,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",5,65,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11169,2017-07-22,6,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",4,55,2,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11170,2017-07-21,0,0,0,0,0,0,"KENAI",1,"ANCHORAGE",1,25,1,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11170,2017-07-28,7,0,0,2,0,0,"KENAI",1,"ANCHORAGE",1,25,1,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11170,2017-07-29,4,0,0,1,0,0,"KENAI",1,"ANCHORAGE",1,25,1,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11171,2017-07-27,12,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11171,2017-07-28,10,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11172,2017-06-30,12,0,0,0,0,0,"KASILOF DIPNET",1,"EAGLE RIVER",2,35,1,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11172,2017-07-01,11,0,0,0,0,0,"KASILOF DIPNET",1,"EAGLE RIVER",2,35,1,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11173,2017-07-21,5,0,0,0,0,0,"KASILOF DIPNET",1,"ANCHORAGE",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11174,2017-07-25,11,0,0,0,0,0,"KASILOF DIPNET",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11174,2017-07-26,7,0,0,0,0,0,"KASILOF DIPNET",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11177,2017-07-21,5,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",3,45,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11179,2017-07-21,6,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",6,75,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11179,2017-07-22,14,0,6,0,0,0,"KENAI",1,"EAGLE RIVER",6,75,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11180,2017-07-22,1,0,0,0,0,0,"KENAI",1,"WASILLA",7,85,1,"HARVEST REPORTED",2,"K","Knik Arm Drainage","mail",2017
11181,2017-07-21,6,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11182,2017-07-21,3,1,0,0,0,0,"KENAI",1,"EAGLE RIVER",5,65,1,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11183,2017-07-24,11,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11184,2017-07-23,2,0,0,1,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11184,2017-07-24,7,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11184,2017-07-25,30,0,0,2,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11186,2017-07-26,6,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11186,2017-07-27,20,0,0,6,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11190,2017-07-12,0,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,2,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11192,2017-07-22,25,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",1,25,1,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11192,2017-07-29,25,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",1,25,1,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11193,2017-07-16,14,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",1,25,2,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11193,2017-07-17,12,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",1,25,2,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11193,2017-07-23,6,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",1,25,2,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11193,2017-07-24,3,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",1,25,2,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11195,2017-07-26,31,0,0,1,0,1,"KASILOF DIPNET",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11196,2017-07-22,8,0,0,0,0,0,"KENAI",1,"CHUGIAK",3,45,2,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11196,2017-07-23,8,0,0,0,0,0,"KENAI",1,"CHUGIAK",3,45,2,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11196,2017-07-24,0,0,0,0,0,0,"KENAI",1,"CHUGIAK",3,45,2,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11197,2017-07-24,0,0,0,0,0,0,"KENAI",1,"FAIRBANKS",1,25,0,"HARVEST REPORTED",3,"U","Tanana River Drainages","online",2017
11197,2017-07-25,0,0,0,0,0,0,"KENAI",1,"FAIRBANKS",1,25,0,"HARVEST REPORTED",3,"U","Tanana River Drainages","online",2017
11197,2017-07-31,6,0,0,2,0,0,"FISH CREEK",1,"FAIRBANKS",1,25,0,"HARVEST REPORTED",3,"U","Tanana River Drainages","online",2017
11198,2017-07-21,2,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",3,45,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11199,2017-07-21,35,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11201,2017-07-21,6,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11202,2017-07-21,2,0,0,1,0,0,"KENAI",1,"EAGLE RIVER",3,45,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11202,2017-07-22,4,0,0,2,0,0,"KENAI",1,"EAGLE RIVER",3,45,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11203,2017-07-22,21,1,0,0,0,0,"KENAI",1,"EAGLE RIVER",5,65,0,"HARVEST REPORTED",2,"L","Anchorage","online",2017
11205,2017-07-24,7,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",4,55,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11206,2017-07-24,21,0,0,0,0,0,"UNKNOWN",1,"EAGLE RIVER",5,65,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11207,2017-07-26,10,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
11207,2017-07-27,10,0,0,0,0,0,"KENAI",1,"EAGLE RIVER",2,35,0,"HARVEST REPORTED",2,"L","Anchorage","mail",2017
